Base,Tópico,Modelo,Weighted,Weighted F1 Avg,Weighted F1 Max,Weighted F1 Min,Weighted F1 Top-k Avg,Precision Avg,Recall Avg,F1 Avg,Precision Max,Recall Max,F1 Max,Precision Min,Recall Min,F1 Min,Precision Top-k Avg,Recall Top-k Avg,F1 Top-k Avg
Atos Golpistas,4,Llama 2,0.9181179104554255,0.5469685522937364,0.5890061916661802,0.5053565776241172,0.5761403461341049,0.5658966237672697,0.5572694335171401,0.5607429947254162,0.6185692548751831,0.6258048415184021,0.6038392782211304,0.4700492322444916,0.4826856553554535,0.5180830955505371,0.6068019658327103,0.6082441419363022,0.5906494289636612
Atos Golpistas,0,Llama 2,0.8681801707299244,0.4750069200092203,0.5165135967653558,0.4295212060885884,0.5097238717112097,0.4803168418315741,0.5107574217594587,0.49456496061040806,0.5034980773925781,0.5820940732955933,0.5377806425094604,0.45029836893081665,0.4441566467285156,0.44720640778541565,0.500873863697052,0.5714136332273483,0.5307113558053971
Atos Golpistas,1,Llama 2,0.9039448553244056,0.5656631685724263,0.6183463460594052,0.5170925267541829,0.6103174621299076,0.5704988775298107,0.5965118375913158,0.5824472860712713,0.6144059896469116,0.6767775416374207,0.6366936564445496,0.525200366973877,0.512827455997467,0.5324354767799377,0.6091032892465591,0.6607432126998901,0.6284265428781509
Atos Golpistas,2,Llama 2,0.7757864053119861,0.48067479120469614,0.5237120515727288,0.4224889908791838,0.5130510845176944,0.5511898701574934,0.48405211062947656,0.5153385648356448,0.593203067779541,0.534218430519104,0.5614794492721558,0.5084329843521118,0.4083957076072693,0.4529567062854767,0.5848622769117355,0.5255027920007705,0.5500496685504913
Atos Golpistas,3,Llama 2,0.8789989837811932,0.5754823890534299,0.635598207389623,0.48187190490273046,0.6253829210946391,0.5973824285413559,0.5987786145481336,0.5971594594861802,0.6955875158309937,0.6809692978858948,0.6595396995544434,0.5099716186523438,0.46155524253845215,0.5000228881835938,0.6788659930229187,0.6706866383552551,0.6489396274089814
Atos Golpistas,14,Llama 2,0.9145466319262088,0.5473522620535909,0.5800749668821495,0.514058518522361,0.5651285016688161,0.5617067323011511,0.5620419796775369,0.56175337749369,0.5866177678108215,0.6089817881584167,0.5953370332717896,0.5331757068634033,0.5125526189804077,0.527583658695221,0.5749488443136215,0.588168865442276,0.579997318983078
Atos Golpistas,15,Llama 2,0.9607136621763182,0.576479937430755,0.6089315490687792,0.525684138695937,0.6035551934517718,0.6127524792803505,0.5605975470446438,0.5833553055118275,0.7379657030105591,0.619877815246582,0.616193950176239,0.5444509983062744,0.4573635458946228,0.5319536924362183,0.7158674418926239,0.6112697869539261,0.6107534736394882
Atos Golpistas,9,Llama 2,0.8935027180940094,0.5783014524297947,0.5990284447309276,0.5614253737439833,0.5880805437454718,0.5835518789918799,0.6120192722270363,0.5973874957937944,0.6090582013130188,0.6359202861785889,0.618798553943634,0.5651265382766724,0.5718497037887573,0.5799544453620911,0.5955173641443252,0.6233698755502701,0.6074893325567245
Atos Golpistas,17,Llama 2,0.9151241348463156,0.5367101305159255,0.563145332445026,0.5087681092160763,0.555402121807813,0.5751719380023589,0.5285056912998775,0.5507333206332379,0.6125317215919495,0.5641980171203613,0.5778592228889465,0.527804434299469,0.494276225566864,0.5220612287521362,0.604034036397934,0.5509162902832031,0.5699136972427368
Atos Golpistas,13,Llama 2,0.9736323563715387,0.5251514206544633,0.555510809415406,0.5046028401171085,0.5423990642639916,0.5430172219568369,0.5164329132863453,0.5293386444753531,0.5757313966751099,0.5520077347755432,0.5599400997161865,0.5072693824768066,0.4890446960926056,0.5086262226104736,0.5620662271976471,0.5360761642456054,0.5467238098382949
